Product_Name,Product_Price,Product_Price_Per_Count,Product_Link,Timestamp_Date,Timestamp_Time
"Apple iPhone 13 Silicone Case with MagSafe - Chalk Pink",69.00,0,https://www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A09923805AG5XVYTCC5Q&url=%2FApple-Silicone-Case-MagSafe-iPhone%2Fdp%2FB09G8GV78W%2Fref%3Dsr_1_52_sspa%3Fcrid%3D211RQ87FWRI9O%26keywords%3Diphone%26qid%3D1658379697%26sprefix%3Diphone%252Caps%252C195%26sr%3D8-52-spons%26psc%3D1&qualifier=1658379697&id=1175758170914772&widgetName=sp_atf_next,2022-07-21,01:01
"Apple iPhone 8 4.7, 256 GB, Fully Unlocked, Gold (Refurbished)",289.99,0,https://www.amazon.ca/Apple-iPhone-Fully-Unlocked-Refurbished/dp/B07754X4XV/ref=sr_1_53?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379697&sprefix=iphone%2Caps%2C195&sr=8-53,2022-07-21,01:01
"Apple iPhone 7 128 GB Unlocked, Black (Renewed)",249.89,0,https://www.amazon.ca/Apple-iPhone-Unlocked-Black-Refurbished/dp/B01N9YV6DL/ref=sr_1_54?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379697&sprefix=iphone%2Caps%2C195&sr=8-54,2022-07-21,01:01
"Apple iPhone 8, GSM Unlocked, 256GB - Space Gray (Renewed)",315.49,0,https://www.amazon.ca/Apple-Gray-Unlocked-Smartphone-Refurbished/dp/B07753NSQZ/ref=sr_1_55?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379697&sprefix=iphone%2Caps%2C195&sr=8-55,2022-07-21,01:01
"Apple iPhone 11 Pro, 64GB, Gold - Fully Unlocked (Renewed)",679.99,0,https://www.amazon.ca/Apple-iPhone-Pro-64GB-Unlocked/dp/B07ZQQSMQS/ref=sr_1_56?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379697&sprefix=iphone%2Caps%2C195&sr=8-56,2022-07-21,01:01
"Apple iPhone 12 Pro Max 128GB - Pacific Blue - Unlocked (Renewed)",0.0,0,https://www.amazon.ca/Apple-iPhone-Pro-Max-128GB/dp/B09NN36NDS/ref=sr_1_57?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379697&sprefix=iphone%2Caps%2C195&sr=8-57,2022-07-21,01:01
"Apple iPhone Xs Max, Fully Unlocked, 64 GB - Silver (Renewed)",599.00,0,https://www.amazon.ca/Apple-iPhone-Max-Fully-Unlocked/dp/B07KFMSQKX/ref=sr_1_58?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379697&sprefix=iphone%2Caps%2C195&sr=8-58,2022-07-21,01:01
"Apple iPhone SE (2nd Generation) Silicone Case - White",51.49,0,https://www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A10002923LROO9LQPH4HP&url=%2FApple-Silicone-Case-iPhone-Generation%2Fdp%2FB0875W28DM%2Fref%3Dsr_1_97_sspa%3Fcrid%3D211RQ87FWRI9O%26keywords%3Diphone%26qid%3D1658379800%26sprefix%3Diphone%252Caps%252C195%26sr%3D8-97-spons%26psc%3D1&qualifier=1658379800&id=7301458779283456&widgetName=sp_atf_next,2022-07-21,01:03
"Apple iPhone SE (2nd Generation) Leather Case - Midnight Blue",66.99,0,https://www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A1033771LTP289A1PSHG&url=%2FApple-Leather-Case-iPhone-SE-Generation%2Fdp%2FB0875VYQJK%2Fref%3Dsr_1_98_sspa%3Fcrid%3D211RQ87FWRI9O%26keywords%3Diphone%26qid%3D1658379800%26sprefix%3Diphone%252Caps%252C195%26sr%3D8-98-spons%26psc%3D1&qualifier=1658379800&id=7301458779283456&widgetName=sp_atf_next,2022-07-21,01:03
"Apple iPhone 13 Pro Max Silicone Case with MagSafe - Pink Pomelo",69.00,0,https://www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A09933282C7P80274WWHP&url=%2FApple-Silicone-Case-MagSafe-iPhone%2Fdp%2FB09G7GS1WY%2Fref%3Dsr_1_99_sspa%3Fcrid%3D211RQ87FWRI9O%26keywords%3Diphone%26qid%3D1658379800%26sprefix%3Diphone%252Caps%252C195%26sr%3D8-99-spons%26psc%3D1&qualifier=1658379800&id=7301458779283456&widgetName=sp_atf_next,2022-07-21,01:03
"Apple iPhone 12 Mini Leather Sleeve with MagSafe - Deep Violet",169.00,0,https://www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A09713963U301H6TL75NY&url=%2FApple-Leather-Sleeve-MagSafe-iPhone%2Fdp%2FB0932GRPBM%2Fref%3Dsr_1_100_sspa%3Fcrid%3D211RQ87FWRI9O%26keywords%3Diphone%26qid%3D1658379800%26sprefix%3Diphone%252Caps%252C195%26sr%3D8-100-spons%26psc%3D1&qualifier=1658379800&id=7301458779283456&widgetName=sp_atf_next,2022-07-21,01:03
"Apple iPhone 12 Mini, 128GB, Blue - Fully Unlocked (Renewed)",699.00,0,https://www.amazon.ca/Apple-iPhone-12-Mini-128GB/dp/B08PNMBYZ4/ref=sr_1_101?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379800&sprefix=iphone%2Caps%2C195&sr=8-101,2022-07-21,01:03
"Apple iPhone 12, 128GB, Blue - Fully Unlocked (Renewed)",868.00,0,https://www.amazon.ca/Apple-iPhone-12-128GB-Blue/dp/B08PNXVB6B/ref=sr_1_102?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379800&sprefix=iphone%2Caps%2C195&sr=8-102,2022-07-21,01:03
"Apple iPhone 11, 256GB, Unlocked - Black (Renewed)",845.00,0,https://www.amazon.ca/Apple-iPhone-11-256GB-Unlocked/dp/B07ZPL6Y2D/ref=sr_1_103?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379800&sprefix=iphone%2Caps%2C195&sr=8-103,2022-07-21,01:03
"Apple iPhone SE (2nd Generation), US Version, 128GB, Red - Unlocked (Renewed)",359.99,0,https://www.amazon.ca/Apple-iPhone-SE-128GB-Red/dp/B088NKTHQW/ref=sr_1_104?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379800&sprefix=iphone%2Caps%2C195&sr=8-104,2022-07-21,01:03
"Apple iPhone 12, 128GB, Black - Fully Unlocked (Renewed)",899.00,0,https://www.amazon.ca/Apple-iPhone-12-128GB-Black/dp/B08PNCYYVZ/ref=sr_1_105?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379800&sprefix=iphone%2Caps%2C195&sr=8-105,2022-07-21,01:03
"Apple iPhone 12 Mini, 128GB, White - Fully Unlocked (Renewed)",769.00,0,https://www.amazon.ca/Apple-iPhone-12-Mini-128GB/dp/B08PPCFBNW/ref=sr_1_106?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379800&sprefix=iphone%2Caps%2C195&sr=8-106,2022-07-21,01:03
"Apple iPhone 13 Silicone Case with MagSafe - Pink Pomelo",69.99,0,https://www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A099697211G3CE6Z58AHO&url=%2FApple-Silicone-Case-MagSafe-iPhone%2Fdp%2FB09G92XWLG%2Fref%3Dsr_1_145_sspa%3Fcrid%3D211RQ87FWRI9O%26keywords%3Diphone%26qid%3D1658379904%26sprefix%3Diphone%252Caps%252C195%26sr%3D8-145-spons%26psc%3D1&qualifier=1658379904&id=5620811355139941&widgetName=sp_atf_next,2022-07-21,01:05
"Apple iPhone 12 Mini Leather Case with MagSafe - California Poppy",78.98,0,https://www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A10344831OO5SBYCSANKM&url=%2FApple-Leather-Case-MagSafe-iPhone%2Fdp%2FB08L5MSJQD%2Fref%3Dsr_1_146_sspa%3Fcrid%3D211RQ87FWRI9O%26keywords%3Diphone%26qid%3D1658379904%26sprefix%3Diphone%252Caps%252C195%26sr%3D8-146-spons%26psc%3D1&qualifier=1658379904&id=5620811355139941&widgetName=sp_atf_next,2022-07-21,01:05
"Apple iPhone 13 Pro Silicone Case with MagSafe - Abyss Blue",69.99,0,https://www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A09927161IL5BOCSJO81X&url=%2FApple-Silicone-Case-MagSafe-iPhone%2Fdp%2FB09G8DHF4L%2Fref%3Dsr_1_147_sspa%3Fcrid%3D211RQ87FWRI9O%26keywords%3Diphone%26qid%3D1658379904%26sprefix%3Diphone%252Caps%252C195%26sr%3D8-147-spons%26psc%3D1&qualifier=1658379904&id=5620811355139941&widgetName=sp_atf_next,2022-07-21,01:05
"Apple iPhone 12 Mini Silicone Case with MagSafe - Pink Citrus",48.00,0,https://www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A10451631SFL2KN0SRC9V&url=%2FApple-Silicone-Case-MagSafe-iPhone%2Fdp%2FB08L5N9K46%2Fref%3Dsr_1_148_sspa%3Fcrid%3D211RQ87FWRI9O%26keywords%3Diphone%26qid%3D1658379904%26sprefix%3Diphone%252Caps%252C195%26sr%3D8-148-spons%26psc%3D1&qualifier=1658379904&id=5620811355139941&widgetName=sp_atf_next,2022-07-21,01:05
"Apple iPhone 13, 256GB, Red - Unlocked (Renewed)",0.0,0,https://www.amazon.ca/Apple-iPhone-13-256GB-Red/dp/B09LNCD8MT/ref=sr_1_149?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379904&sprefix=iphone%2Caps%2C195&sr=8-149,2022-07-21,01:05
"Apple iPhone 12 Mini, 128GB, Black - Fully Unlocked (Renewed)",769.00,0,https://www.amazon.ca/Apple-iPhone-Mini-128GB-Black/dp/B08PNKN4J7/ref=sr_1_150?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379904&sprefix=iphone%2Caps%2C195&sr=8-150,2022-07-21,01:05
"Apple iPhone XR, 256GB, Coral - Fully Unlocked (Renewed)",459.00,More buying choices,https://www.amazon.ca/Apple-iPhone-XR-256GB-Coral/dp/B07P6Y7YQ2/ref=sr_1_151?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379904&sprefix=iphone%2Caps%2C195&sr=8-151,2022-07-21,01:05
"Apple iPhone 6s a1688 16GB Space Grey Unlocked (Renewed)",722.39,0,https://www.amazon.ca/Apple-iPhone-a1688-Unlocked-Refurbished/dp/B01CR2IA6Y/ref=sr_1_152?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379904&sprefix=iphone%2Caps%2C195&sr=8-152,2022-07-21,01:05
"Apple iPhone 8 4.7, 64 GB, Fully Unlocked, Silver (Refurbished)",322.05,0,https://www.amazon.ca/Apple-iPhone-Unlocked-Silver-Refurbished/dp/B07756QYST/ref=sr_1_153?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379904&sprefix=iphone%2Caps%2C195&sr=8-153,2022-07-21,01:05
"Apple iPhone 13 Mini, 125GB, Red - Unlocked (Renewed)",0.0,0,https://www.amazon.ca/Apple-iPhone-13-Mini-125GB/dp/B09LKYLHJS/ref=sr_1_154?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379904&sprefix=iphone%2Caps%2C195&sr=8-154,2022-07-21,01:05
"Apple iPhone 12 Mini Silicone Case with MagSafe - Sunflower",69.00,0,https://www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A08430751TXGFGW0ITR3U&url=%2FApple-Silicone-Case-MagSafe-iPhone%2Fdp%2FB0977KXVLY%2Fref%3Dsr_1_193_sspa%3Fcrid%3D211RQ87FWRI9O%26keywords%3Diphone%26qid%3D1658379997%26sprefix%3Diphone%252Caps%252C195%26sr%3D8-193-spons%26psc%3D1&qualifier=1658379997&id=8275388184333472&widgetName=sp_atf_next,2022-07-21,01:06
"Apple iPhone 13 Mini Leather Case with MagSafe - Wisteria",79.00,0,https://www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A09928721SA2ZFPPB8ZTJ&url=%2FApple-Leather-Case-MagSafe-iPhone%2Fdp%2FB09G8BJMK5%2Fref%3Dsr_1_194_sspa%3Fcrid%3D211RQ87FWRI9O%26keywords%3Diphone%26qid%3D1658379997%26sprefix%3Diphone%252Caps%252C195%26sr%3D8-194-spons%26psc%3D1&qualifier=1658379997&id=8275388184333472&widgetName=sp_atf_next,2022-07-21,01:06
"2020 Apple MacBook Air Laptop: Apple M1 Chip, 13 Retina Display, 8GB RAM, 512GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Silver, French",1499.97,0,https://www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A0730641W1EW1086QW8B&url=%2FApple-MacBook-Chip-13-inch-512GB%2Fdp%2FB08N6GMCTT%2Fref%3Dsr_1_195_sspa%3Fcrid%3D211RQ87FWRI9O%26keywords%3Diphone%26qid%3D1658379997%26sprefix%3Diphone%252Caps%252C195%26sr%3D8-195-spons%26psc%3D1&qualifier=1658379997&id=8275388184333472&widgetName=sp_atf_next,2022-07-21,01:06
"Apple iPhone 12 | 12 Pro Leather Sleeve with MagSafe - Pink Citrus",147.70,0,https://www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A10269043GRTALUHA384V&url=%2FApple-Leather-Sleeve-MagSafe-iPhone%2Fdp%2FB08MWQGF6B%2Fref%3Dsr_1_196_sspa%3Fcrid%3D211RQ87FWRI9O%26keywords%3Diphone%26qid%3D1658379997%26sprefix%3Diphone%252Caps%252C195%26sr%3D8-196-spons%26psc%3D1&qualifier=1658379997&id=8275388184333472&widgetName=sp_atf_next,2022-07-21,01:06
"Charging Port Dock Connector Microphone Replacement for iPhone XR 6.1 inch (Black)",13.99,0,https://www.amazon.ca/Charging-Connector-Microphone-Replacement-iPhone/dp/B093RZPCMR/ref=sr_1_197?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379997&sprefix=iphone%2Caps%2C195&sr=8-197,2022-07-21,01:06
"for iPhone XR Wallet Case and Screen Protector,QFFUN Glitter 3D Marble Pattern Design [Phrase] Magnetic Stand Leather Phone Case with Card Holder Drop Protection Etui Bumper Flip Cover",11.88,More buying choices,https://www.amazon.ca/Protector-QFFUN-Shockproof-Protection-Protective/dp/B07MKF3BW4/ref=sr_1_198?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379997&sprefix=iphone%2Caps%2C195&sr=8-198,2022-07-21,01:06
"Samsung Galaxy S20 Fan Edition (FE) 5G Dual-SIM 128GB ROM + 6GB RAM Factory Unlocked (Cloud Mint) - International Version",0.0,0,https://www.amazon.ca/Samsung-Galaxy-Dual-SIM-Factory-Unlocked/dp/B09S16KXDY/ref=sr_1_199?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379997&sprefix=iphone%2Caps%2C195&sr=8-199,2022-07-21,01:06
"Apple iPhone 6S Plus, GSM Unlocked, 16GB - Gold (Renewed)",286.12,0,https://www.amazon.ca/Apple-iPhone-Plus-Unlocked-16GB/dp/B01JAWXOO2/ref=sr_1_200?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379997&sprefix=iphone%2Caps%2C195&sr=8-200,2022-07-21,01:06
"Apple iPhone 12, 256GB, Black - Fully Unlocked (Renewed)",1035.71,0,https://www.amazon.ca/Apple-iPhone-12-256GB-Black/dp/B08PNVVX47/ref=sr_1_201?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379997&sprefix=iphone%2Caps%2C195&sr=8-201,2022-07-21,01:06
"Rear Back Main Camera Module Flex Cable Replacement Part for iPhone 11 6.1",86.99,0,https://www.amazon.ca/Camera-Module-Cable-Replacement-iPhone/dp/B094VWQN23/ref=sr_1_202?crid=211RQ87FWRI9O&keywords=iphone&qid=1658379997&sprefix=iphone%2Caps%2C195&sr=8-202,2022-07-21,01:06
"Apple iPhone 13 Pro Max Silicone Case with MagSafe - Nectarine",120.92,0,https://www.amazon.ca/sspa/click?ie=UTF8&spc=MTozNTcxNDgzMTE1OTM4MzEwOjE2NTg0NjYzODY6c3BfYXRmOjIwMDA0Mjk0NjI3MTU5ODo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&url=%2FApple-iPhone-Silicone-Case-MagSafe%2Fdp%2FB09V42Z15M%2Fref%3Dsr_1_1_sspa%3Fcrid%3D1YUAEQPA6S2MD%26keywords%3Diphone%26qid%3D1658466386%26sprefix%3Diphone%252Caps%252C198%26sr%3D8-1-spons%26psc%3D1,2022-07-22,01:06
"Apple iPhone 11 Pro Max Leather Folio - Raspberry",169.00,0,https://www.amazon.ca/sspa/click?ie=UTF8&spc=MTozNTcxNDgzMTE1OTM4MzEwOjE2NTg0NjYzODY6c3BfYXRmOjIwMDA3ODgzNTQ2NzU4MTo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&url=%2FApple-Leather-Folio-iPhone-Pro%2Fdp%2FB08633YY8P%2Fref%3Dsr_1_2_sspa%3Fcrid%3D1YUAEQPA6S2MD%26keywords%3Diphone%26qid%3D1658466386%26sprefix%3Diphone%252Caps%252C198%26sr%3D8-2-spons%26psc%3D1,2022-07-22,01:06
"Apple iPhone 11 Pro Leather Folio - Black",169.00,0,https://www.amazon.ca/sspa/click?ie=UTF8&spc=MTozNTcxNDgzMTE1OTM4MzEwOjE2NTg0NjYzODY6c3BfYXRmOjIwMDA3ODgzNTQ2NjA4MTo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&url=%2FApple-Leather-Folio-iPhone-Pro%2Fdp%2FB07XR9V7SD%2Fref%3Dsr_1_3_sspa%3Fcrid%3D1YUAEQPA6S2MD%26keywords%3Diphone%26qid%3D1658466386%26sprefix%3Diphone%252Caps%252C198%26sr%3D8-3-spons%26psc%3D1,2022-07-22,01:06
"Apple iPhone SE (2nd Generation) Leather Case - Midnight Blue",65.00,0,https://www.amazon.ca/sspa/click?ie=UTF8&spc=MTozNTcxNDgzMTE1OTM4MzEwOjE2NTg0NjYzODY6c3BfYXRmOjIwMDA3ODgzNTQ2NDY4MTo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&url=%2FApple-Leather-Case-iPhone-SE-Generation%2Fdp%2FB0875VYQJK%2Fref%3Dsr_1_4_sspa%3Fcrid%3D1YUAEQPA6S2MD%26keywords%3Diphone%26qid%3D1658466386%26sprefix%3Diphone%252Caps%252C198%26sr%3D8-4-spons%26psc%3D1,2022-07-22,01:06
"Apple iPhone SE 2020 (64GB, 3GB) 4.7 Retina IPS LCD, A13 Bionic, IP67 Water Resistant, Black - Fully Unlocked A2275 (Renewed)",306.09,More buying choices,https://www.amazon.ca/Apple-iPhone-SE-64GB-Black/dp/B088NQXD8T/ref=sr_1_5?crid=1YUAEQPA6S2MD&keywords=iphone&qid=1658466386&sprefix=iphone%2Caps%2C198&sr=8-5,2022-07-22,01:06
"Apple iPhone XR, 64GB, Black - Fully Unlocked (Renewed)",379.00,0,https://www.amazon.ca/Apple-iPhone-XR-64GB-Black/dp/B07P6Y7954/ref=sr_1_6?crid=1YUAEQPA6S2MD&keywords=iphone&qid=1658466386&sprefix=iphone%2Caps%2C198&sr=8-6,2022-07-22,01:06
"Apple iPhone 11, 64GB, Unlocked - Purple (Renewed)",568.19,More buying choices,https://www.amazon.ca/Apple-iPhone-11-64GB-Unlocked/dp/B07ZPKF8RG/ref=sr_1_7?crid=1YUAEQPA6S2MD&keywords=iphone&qid=1658466386&sprefix=iphone%2Caps%2C198&sr=8-7,2022-07-22,01:06
"Apple iPhone XR, 64GB, White - Fully Unlocked (Renewed)",0.0,0,https://www.amazon.ca/Apple-iPhone-Fully-Unlocked-6-1/dp/B07HCTCRDK/ref=sr_1_8?crid=1YUAEQPA6S2MD&keywords=iphone&qid=1658466386&sprefix=iphone%2Caps%2C198&sr=8-8,2022-07-22,01:06
"Apple iPhone 11, US Version, 64GB, Black - Unlocked (Renewed)",526.72,More buying choices,https://www.amazon.ca/Apple-iPhone-11-64GB-Unlocked/dp/B07ZPKN6YR/ref=sr_1_9?crid=1YUAEQPA6S2MD&keywords=iphone&qid=1658466386&sprefix=iphone%2Caps%2C198&sr=8-9,2022-07-22,01:06
"Apple iPhone 8, Fully Unlocked, 64GB - Gold (Renewed)",242.03,0,https://www.amazon.ca/Apple-iPhone-Fully-Unlocked-Refurbished/dp/B0775717ZP/ref=sr_1_10?crid=1YUAEQPA6S2MD&keywords=iphone&qid=1658466386&sprefix=iphone%2Caps%2C198&sr=8-10,2022-07-22,01:06
"Apple iPhone X, Fully Unlocked 5.8, 256 GB - Silver (Refurbished)",619.99,More buying choices,https://www.amazon.ca/Apple-iPhone-Fully-Unlocked-5-8/dp/B0775451TT/ref=sr_1_11?crid=1YUAEQPA6S2MD&keywords=iphone&qid=1658466386&sprefix=iphone%2Caps%2C198&sr=8-11,2022-07-22,01:06
"Apple iPhone Xs, Fully Unlocked, 64 GB - Space Gray (Renewed)",398.00,0,https://www.amazon.ca/Apple-iPhone-Xs-Fully-Unlocked/dp/B07SC58QBW/ref=sr_1_12?crid=1YUAEQPA6S2MD&keywords=iphone&qid=1658466386&sprefix=iphone%2Caps%2C198&sr=8-12,2022-07-22,01:06
"Apple iPhone 11 Pro Max, 64GB, Space Gray - Fully Unlocked (Renewed)",999.00,More buying choices,https://www.amazon.ca/Apple-iPhone-64GB-Space-Gray/dp/B07ZQSQSBM/ref=sr_1_13?crid=1YUAEQPA6S2MD&keywords=iphone&qid=1658466386&sprefix=iphone%2Caps%2C198&sr=8-13,2022-07-22,01:06
"Apple iPhone 8, GSM Unlocked, 64GB - Space Gray (Renewed)",235.43,More buying choices,https://www.amazon.ca/Apple-iPhone-64GB-Smartphone-Refurbished/dp/B077583FPX/ref=sr_1_14?crid=1YUAEQPA6S2MD&keywords=iphone&qid=1658466386&sprefix=iphone%2Caps%2C198&sr=8-14,2022-07-22,01:06
"Apple iPhone XR, 64GB, Red - Fully Unlocked (Renewed)",0.0,0,https://www.amazon.ca/Apple-iPhone-XR-64GB-Red/dp/B07P6Y8L3F/ref=sr_1_15?crid=1YUAEQPA6S2MD&keywords=iphone&qid=1658466386&sprefix=iphone%2Caps%2C198&sr=8-15,2022-07-22,01:06
"Apple iPhone 8, 64GB, Space Gray - Fully Unlocked (Renewed)",323.83,0,https://www.amazon.ca/Apple-iPhone-Display-Unlocked-Refurbished/dp/B0775MV9K2/ref=sr_1_16?crid=1YUAEQPA6S2MD&keywords=iphone&qid=1658466386&sprefix=iphone%2Caps%2C198&sr=8-16,2022-07-22,01:06
"Apple iPhone 8 4.7in, 64 GB, GSM Unlocked, Silver (Renewed)",274.90,More buying choices,https://www.amazon.ca/Apple-iPhone-Unlocked-Silver-Refurbished/dp/B0775MV9K4/ref=sr_1_17?crid=1YUAEQPA6S2MD&keywords=iphone&qid=1658466386&sprefix=iphone%2Caps%2C198&sr=8-17,2022-07-22,01:06
"Apple iPhone 11 64GB - Unlocked - 6.1-inch - White (Renewed)",529.99,0,https://www.amazon.ca/Apple-iPhone-11-64GB-Unlocked/dp/B08126B44P/ref=sr_1_18?crid=1YUAEQPA6S2MD&keywords=iphone&qid=1658466386&sprefix=iphone%2Caps%2C198&sr=8-18,2022-07-22,01:06
"Apple iPhone 11 Pro, 64GB, Space Gray - Unlocked (Renewed)",715.00,0,https://www.amazon.ca/Apple-iPhone-Pro-64GB-Unlocked/dp/B07ZPKZSSC/ref=sr_1_19?crid=1YUAEQPA6S2MD&keywords=iphone&qid=1658466386&sprefix=iphone%2Caps%2C198&sr=8-19,2022-07-22,01:06
"Apple iPhone X, GSM Unlocked 5.8, 256 GB - Space Gray (Refurbished)",478.99,More buying choices,https://www.amazon.ca/Apple-iPhone-GSM-Unlocked-5-8/dp/B077596D7L/ref=sr_1_20?crid=1YUAEQPA6S2MD&keywords=iphone&qid=1658466386&sprefix=iphone%2Caps%2C198&sr=8-20,2022-07-22,01:06
"Apple iPhone 7 - 32GB - GSM Unlocked - Black (Renewed)",0.0,0,https://www.amazon.ca/Apple-iPhone-Unlocked-Black-Refurbished/dp/B078WYWVJG/ref=sr_1_21?crid=1YUAEQPA6S2MD&keywords=iphone&qid=1658466386&sprefix=iphone%2Caps%2C198&sr=8-21,2022-07-22,01:06
"Apple iPhone 12 Pro, 128GB, Graphite - Fully Unlocked (Renewed)",1110.25,0,https://www.amazon.ca/Apple-iPhone-Pro-128GB-Graphite/dp/B08PNP5YGV/ref=sr_1_22?crid=1YUAEQPA6S2MD&keywords=iphone&qid=1658466386&sprefix=iphone%2Caps%2C198&sr=8-22,2022-07-22,01:06
"Apple iPhone 7 32GB, Unlocked - Silver (Renewed)",169.99,0,https://www.amazon.ca/Apple-iPhone-32GB-Silver-Refurbished/dp/B07Q4LX4JP/ref=sr_1_23?crid=1YUAEQPA6S2MD&keywords=iphone&qid=1658466386&sprefix=iphone%2Caps%2C198&sr=8-23,2022-07-22,01:06
"Apple iPhone Xs, Fully Unlocked, 64 GB - Silver (Renewed)",379.99,0,https://www.amazon.ca/Apple-iPhone-Xs-Fully-Unlocked/dp/B07K4VCLLK/ref=sr_1_24?crid=1YUAEQPA6S2MD&keywords=iphone&qid=1658466386&sprefix=iphone%2Caps%2C198&sr=8-24,2022-07-22,01:06
"Apple iPhone Xs, Fully Unlocked, 256 GB - Space Gray (Renewed)",499.91,0,https://www.amazon.ca/Apple-iPhone-Fully-Unlocked-256/dp/B07TJBCC7H/ref=sr_1_25?crid=1YUAEQPA6S2MD&keywords=iphone&qid=1658466386&sprefix=iphone%2Caps%2C198&sr=8-25,2022-07-22,01:06
"Apple iPhone XR, US Version, 64GB, White - Unlocked (Renewed)",379.00,More buying choices,https://www.amazon.ca/Apple-iPhone-XR-Fully-Unlocked/dp/B07P978C2R/ref=sr_1_26?crid=1YUAEQPA6S2MD&keywords=iphone&qid=1658466386&sprefix=iphone%2Caps%2C198&sr=8-26,2022-07-22,01:06
"Apple iPhone 11, US Version, 128GB, Purple - Unlocked (Renewed)",667.39,0,https://www.amazon.ca/Apple-iPhone-11-128GB-Unlocked/dp/B07ZPJWGKZ/ref=sr_1_27?crid=1YUAEQPA6S2MD&keywords=iphone&qid=1658466386&sprefix=iphone%2Caps%2C198&sr=8-27,2022-07-22,01:06
"Apple iPhone 12, 64GB, Black - Fully Unlocked (Renewed)",793.17,More buying choices,https://www.amazon.ca/Apple-iPhone-12-64GB-Black/dp/B08PP5MSVB/ref=sr_1_28?crid=1YUAEQPA6S2MD&keywords=iphone&qid=1658466386&sprefix=iphone%2Caps%2C198&sr=8-28,2022-07-22,01:06
"Apple iPhone 11 Pro, US Version, 64GB, Midnight Green - Unlocked (Renewed)",699.00,0,https://www.amazon.ca/Apple-iPhone-Pro-64GB-Unlocked/dp/B07ZQRMWVB/ref=sr_1_29?crid=1YUAEQPA6S2MD&keywords=iphone&qid=1658466386&sprefix=iphone%2Caps%2C198&sr=8-29,2022-07-22,01:06
